Commodity;Classification;Grade;Sex;Market;Wholesale;Retail;Supply Volume;County;Date
Dry Maize;White Maize;-;-;Kangemi Market;66.67/Kg; - ;;Nairobi;2023-07-24
Dry Maize;White Maize;-;-;Marigat;70.00/Kg;75.00/Kg;15000;Baringo;2023-07-24
Dry Maize;White Maize;-;-;Isebania Market; - ;64.00/Kg;156000;Migori;2023-07-23
Dry Maize;White Maize;-;-;Keroka;90.00/Kg;99.01/Kg;34800;Nyamira;2023-07-23
Dry Maize;White Maize;-;-;Kawangware;80.00/Kg;90.00/Kg;1000;Nairobi;2023-07-23
Dry Maize;White Maize;-;-;Muhoroni;66.67/Kg;85.00/Kg;6500;Kisumu;2023-07-23
Dry Maize;White Maize;-;-;Khayega;41.67/Kg;50.00/Kg;5000;Kakamega;2023-07-23
Dry Maize;White Maize;-;-;Mulot;65.56/Kg;75.00/Kg;15000;Bomet;2023-07-22
Dry Maize;White Maize;-;-;Akala;85.00/Kg;95.00/Kg;4000;Siaya;2023-07-22
Dry Maize;White Maize;-;-;Nanyuki Open Air Market;72.22/Kg;85.00/Kg;5000;Laikipia;2023-07-22
Dry Maize;White Maize;-;-;Emali Market;76.67/Kg;80.00/Kg;18000;Makueni;2023-07-22
Dry Maize;White Maize;-;-;Mbale;64.44/Kg;74.63/Kg;24000;Vihiga;2023-07-22
Dry Maize;White Maize;-;-;Ngurubani Market;50.00/Kg;65.00/Kg;4000;Kirinyaga;2023-07-21
Dry Maize;White Maize;-;-;Makutano Kirinyaga;50.00/Kg;60.00/Kg;2500;Kirinyaga;2023-07-21
Dry Maize;Mixed-Traditional ;-;-;Soko Mjinga Wajir; - ;100.00/Kg;;Wajir;2023-07-21
Dry Maize;White Maize;-;-;Majengo Vihiga;64.44/Kg;78.13/Kg;26000;Vihiga;2023-07-21
Dry Maize;White Maize;-;-;Soko mpya;75.56/Kg;75.00/Kg;1350;Nyandarua;2023-07-21
Dry Maize;Mixed-Traditional ;-;-;Port Victoria;50.00/Kg;65.00/Kg;;Busia;2023-07-21
Dry Maize;White Maize;-;-;Sibanga;63.33/Kg;80.00/Kg;9000;Trans-Nzoia;2023-07-21
Dry Maize;White Maize;-;-;Makutano West Pokot;72.22/Kg;76.00/Kg;;West-Pokot;2023-07-21
Dry Maize;White Maize;-;-;Nyahururu Municipal Market;76.67/Kg;80.00/Kg;10000;Laikipia;2023-07-21
Dry Maize;White Maize;-;-;Sibanga;63.33/Kg;80.00/Kg;9000;Trans-Nzoia;2023-07-21
Dry Maize;Mixed-Traditional ;-;-;Kiserian crops market;66.67/Kg;100.00/Kg;5000;Kajiado;2023-07-21
Dry Maize;White Maize;-;-;Gakindu;70.00/Kg;77.27/Kg;1800;Nyeri;2023-07-21
Dry Maize;White Maize;-;-;Kisasi;50.00/Kg;70.00/Kg;;Kitui;2023-07-21
Dry Maize;White Maize;-;-;Bungoma town;50.00/Kg;65.00/Kg;2100;Bungoma;2023-07-21
Dry Maize;Mixed-Traditional ;-;-;Langas;90.00/Kg;110.00/Kg;2000;Uasin-Gishu;2023-07-21
Dry Maize;Yellow Maize;-;-;Nakuru Wakulima;77.78/Kg; - ;;Nakuru;2023-07-21
Dry Maize;White Maize;-;-;Nakuru Wakulima;60.00/Kg; - ;;Nakuru;2023-07-21
Dry Maize;Mixed-Traditional ;-;-;Gakoromone;63.33/Kg;60.00/Kg;3000;Meru;2023-07-21
Dry Maize;White Maize;-;-;Chepareria;60.00/Kg;68.00/Kg;45000;West-Pokot;2023-07-21
Dry Maize;White Maize;-;-;Chumvini Livestock Market;41.82/Kg;50.00/Kg;5500;Taita-Taveta;2023-07-21
Dry Maize;White Maize;-;-;Kawangware;80.00/Kg;90.00/Kg;5000;Nairobi;2023-07-21
Dry Maize;Mixed-Traditional ;-;-;Lodwar Fresh Produce;300.00/Kg;300.00/Kg;300;Turkana;2023-07-21
Dry Maize;White Maize;-;-;Molo;66.67/Kg;68.89/Kg;6300;Nakuru;2023-07-21
Dry Maize;Mixed-Traditional ;-;-;Chuka;75.56/Kg;90.00/Kg;9000;Tharaka-Nithi;2023-07-21
Dry Maize;White Maize;-;-;Keroka;72.22/Kg;110.00/Kg;53200;Nyamira;2023-07-20
Dry Maize;White Maize;-;-;Katito;72.22/Kg;90.00/Kg;4500;Kisumu;2023-07-20
Dry Maize;White Maize;-;-;Kericho Town;130.00/Kg;90.00/Kg;;Kericho;2023-07-20
Dry Maize;White Maize;-;-;Molo;66.67/Kg;68.89/Kg;6800;Nakuru;2023-07-20
Dry Maize;White Maize;-;-;Malindi Old Market;45.00/Kg;70.00/Kg;100;Kilifi;2023-07-20
Dry Maize;White Maize;-;-;Kerugoya;70.00/Kg;90.00/Kg;4000;Kirinyaga;2023-07-20
Dry Maize;White Maize;-;-;Kimilili town;48.00/Kg;60.00/Kg;1000;Bungoma;2023-07-20
Dry Maize;White Maize;-;-;Aram;55.38/Kg;59.99/Kg;1350;Siaya;2023-07-20
Dry Maize;Mixed-Traditional ;-;-;Aram;55.58/Kg;60.21/Kg;1000;Siaya;2023-07-20
Dry Maize;Yellow Maize;-;-;Nakuru Wakulima;77.78/Kg; - ;;Nakuru;2023-07-20
Dry Maize;White Maize;-;-;Nakuru Wakulima;60.00/Kg; - ;7940;Nakuru;2023-07-20
Dry Maize;White Maize;-;-;Kitale Municipality Market;68.89/Kg;95.00/Kg;900;Trans-Nzoia;2023-07-20
Dry Maize;White Maize;-;-;Kutus;61.11/Kg;72.73/Kg;0;Kirinyaga;2023-07-20
Dry Maize;White Maize;-;-;Garissa Soko Mugdi;70.00/Kg;90.00/Kg;10000;Garissa;2023-07-20
Dry Maize;White Maize;-;-;Eldoret Main;90.00/Kg;100.00/Kg;2800;Uasin-Gishu;2023-07-20
Dry Maize;White Maize;-;-;Akala;85.00/Kg;97.50/Kg;4000;Siaya;2023-07-19
Dry Maize;White Maize;-;-;Mwingi Town;72.22/Kg;70.00/Kg;4500;Kitui;2023-07-19
Dry Maize;White Maize;-;-;Makutano Kirinyaga;55.56/Kg;70.00/Kg;3000;Kirinyaga;2023-07-19
Dry Maize;White Maize;-;-;Nyeri open air;72.22/Kg;85.00/Kg;;Nyeri;2023-07-19
Dry Maize;White Maize;-;-;Nanyuki Open Air Market;72.22/Kg;85.00/Kg;3000;Laikipia;2023-07-19
Dry Maize;White Maize;-;-;Kangeta;75.00/Kg;80.00/Kg;1440;Meru;2023-07-19
Dry Maize;Mixed-Traditional ;-;-;Mpeketoni;65.00/Kg;70.00/Kg;2600;Lamu;2023-07-19
Dry Maize;Yellow Maize;-;-;Nakuru Wakulima;77.78/Kg; - ;;Nakuru;2023-07-19
Dry Maize;White Maize;-;-;Nakuru Wakulima;68.89/Kg; - ;;Nakuru;2023-07-19
Dry Maize;White Maize;-;-;Kapsowar;75.56/Kg;900.00/Kg;1700;Elgeyo-Marakwet;2023-07-19
Dry Maize;Mixed-Traditional ;-;-;Kajiado Market;100.00/Kg;100.00/Kg;5000;Kajiado;2023-07-19
Dry Maize;White Maize;-;-;Isebania Market;57.78/Kg;64.00/Kg;650000;Migori;2023-07-18
Dry Maize;White Maize;-;-;Naivasha Market;80.00/Kg;90.00/Kg;;Nakuru;2023-07-18
Dry Maize;White Maize;-;-;Cheptulu; - ;85.00/Kg;1900;Vihiga;2023-07-18
Dry Maize;White Maize;-;-;Mois Bridge;68.89/Kg;87.50/Kg;9000;Uasin-Gishu;2023-07-18
Dry Maize;White Maize;-;-;Kerugoya;75.00/Kg;100.00/Kg;4500;Kirinyaga;2023-07-18
Dry Maize;White Maize;-;-;Rongo;80.00/Kg;71.09/Kg;4500;Migori;2023-07-18
Dry Maize;White Maize;-;-;Kitengela;94.44/Kg;100.00/Kg;11500;Kajiado;2023-07-18
Dry Maize;Yellow Maize;-;-;Nakuru Wakulima;77.78/Kg; - ;;Nakuru;2023-07-18
Dry Maize;White Maize;-;-;Nakuru Wakulima;68.89/Kg; - ;;Nakuru;2023-07-18
Dry Maize;White Maize;-;-;Kakamega Town;62.22/Kg;75.00/Kg;10000;Kakamega;2023-07-18
Dry Maize;White Maize;-;-;Kathonzweni;71.11/Kg;72.22/Kg;20250;Makueni;2023-07-18
Dry Maize;White Maize;-;-;Kebirigo;66.67/Kg;90.00/Kg;90;Nyamira;2023-07-18
Dry Maize;White Maize;-;-;Amukura; - ;60.00/Kg;2480;Busia;2023-07-18
Dry Maize;Mixed-Traditional ;-;-;Amukura; - ;100.00/Kg;186;Busia;2023-07-18
Dry Maize;White Maize;-;-;Kericho Town;85.00/Kg;90.00/Kg;8000;Kericho;2023-07-18
Dry Maize;Yellow Maize;-;-;Gikomba;98.89/Kg;125.00/Kg;;Nairobi;2023-07-18
Dry Maize;White Maize;-;-;Gikomba;75.56/Kg;95.00/Kg;;Nairobi;2023-07-18
Dry Maize;White Maize;-;-;Maua;72.22/Kg;80.00/Kg;38700;Meru;2023-07-18
Dry Maize;White Maize;-;-;Ololulung'a Market;68.89/Kg;76.00/Kg;5000;Narok;2023-07-18
Dry Maize;White Maize;-;-;Voi Retail; - ;75.00/Kg;180;Taita-Taveta;2023-07-18
Dry Maize;White Maize;-;-;Kapkwen;66.67/Kg;79.17/Kg;97200;Bomet;2023-07-18
Dry Maize;Mixed-Traditional ;-;-;Nkubu;77.78/Kg;80.00/Kg;810;Meru;2023-07-18
Dry Maize;White Maize;-;-;Nyamakima;77.78/Kg;100.00/Kg;;Nairobi;2023-07-18
Dry Maize;White Maize;-;-;Kawangware;8.00/Kg;90.00/Kg;1000;Nairobi;2023-07-18
Dry Maize;White Maize;-;-;Chumvini Livestock Market;56.36/Kg;70.00/Kg;22000;Taita-Taveta;2023-07-18
Dry Maize;White Maize;-;-;Nyansiongo;77.78/Kg;79.17/Kg;1890;Nyamira;2023-07-18
Dry Maize;Mixed-Traditional ;-;-;Bondeni;62.22/Kg;64.44/Kg;450;Trans-Nzoia;2023-07-18
Dry Maize;White Maize;-;-;Kangemi Market;66.67/Kg; - ;;Nairobi;2023-07-18
Dry Maize;White Maize;-;-;Wundanyi; - ;75.00/Kg;9000;Taita-Taveta;2023-07-18
Dry Maize;White Maize;-;-;Ngurubani Market;55.56/Kg;70.00/Kg;5000;Kirinyaga;2023-07-18
Dry Maize;Mixed-Traditional ;-;-;Chwele;57.78/Kg;60.00/Kg;540;Bungoma;2023-07-17
Dry Maize;Mixed-Traditional ;-;-;Chwele;71.11/Kg;72.00/Kg;72000;Bungoma;2023-07-17
Dry Maize;White Maize;-;-;Suneka;83.33/Kg;91.67/Kg;8160;Kisii;2023-07-17
Dry Maize;Mixed-Traditional ;-;-;Kitale Municipality Market;66.67/Kg;80.00/Kg;360;Trans-Nzoia;2023-07-17
Dry Maize;White Maize;-;-;Aram;55.38/Kg;59.99/Kg;7200;Siaya;2023-07-17
Dry Maize;Mixed-Traditional ;-;-;Aram;55.58/Kg;60.21/Kg;3600;Siaya;2023-07-17
Dry Maize;Mixed-Traditional ;-;-;Kiritiri;74.00/Kg;85.00/Kg;6800;Embu;2023-07-17
Dry Maize;Yellow Maize;-;-;Nakuru Wakulima;77.78/Kg; - ;;Nakuru;2023-07-17
Dry Maize;White Maize;-;-;Nakuru Wakulima;68.89/Kg; - ;;Nakuru;2023-07-17
Dry Maize;White Maize;-;-;Soko mpya;75.56/Kg;75.00/Kg;1300;Nyandarua;2023-07-17
Dry Maize;White Maize;-;-;Kutus;66.67/Kg;82.57/Kg;0;Kirinyaga;2023-07-17
Dry Maize;White Maize;-;-;Kawangware;80.00/Kg;100.00/Kg;1000;Nairobi;2023-07-17
Dry Maize;White Maize;-;-;Cheptiret - Uasin Gishu;85.00/Kg;100.00/Kg;2000;Uasin-Gishu;2023-07-17
Dry Maize;White Maize;-;-;Gakindu;72.22/Kg;77.27/Kg;650;Nyeri;2023-07-17
Dry Maize;White Maize;-;-;Makutano West Pokot;72.22/Kg;76.00/Kg;;West-Pokot;2023-07-17
Dry Maize;Yellow Maize;-;-;Gikomba;100.00/Kg;125.00/Kg;;Nairobi;2023-07-17
Dry Maize;White Maize;-;-;Gikomba;73.33/Kg;90.00/Kg;;Nairobi;2023-07-17
Dry Maize;White Maize;-;-;Nyamakima;77.78/Kg;100.00/Kg;;Nairobi;2023-07-17
Dry Maize;White Maize;-;-;Marigat;70.00/Kg;75.00/Kg;15000;Baringo;2023-07-17
Dry Maize;White Maize;-;-;Nginyang;77.78/Kg;208.33/Kg;3600;Baringo;2023-07-17
Dry Maize;Mixed-Traditional ;-;-;Othaya;75.56/Kg;90.00/Kg;3600;Nyeri;2023-07-17
Dry Maize;White Maize;-;-;Kagio;62.22/Kg;100.00/Kg;;Kirinyaga;2023-07-17
Dry Maize;White Maize;-;-;Garissa Soko Mugdi;84.00/Kg;100.00/Kg;10000;Garissa;2023-07-17
Dry Maize;White Maize;-;-;Eldoret Main;90.00/Kg;100.00/Kg;6300;Uasin-Gishu;2023-07-17
Dry Maize;White Maize;-;-;Kawangware;80.00/Kg;100.00/Kg;1500;Nairobi;2023-07-16
Dry Maize;Yellow Maize;-;-;Kibuye; - ;100.00/Kg;;Kisumu;2023-07-16
Dry Maize;White Maize;-;-;Kibuye;88.89/Kg;100.00/Kg;;Kisumu;2023-07-16
Dry Maize;Yellow Maize;-;-;Mabera;52.00/Kg;60.00/Kg;6000;Migori;2023-07-16
Dry Maize;White Maize;-;-;Mabera;52.00/Kg;60.00/Kg;6000;Migori;2023-07-16
Dry Maize;White Maize;-;-;Majengo Vihiga;63.33/Kg;78.13/Kg;18000;Vihiga;2023-07-16
Dry Maize;White Maize;-;-;Khayega;64.00/Kg;68.00/Kg;900;Kakamega;2023-07-16
Dry Maize;White Maize;-;-;Khayega;72.00/Kg;76.00/Kg;5600;Kakamega;2023-07-16
Dry Maize;White Maize;-;-;Isebania Market; - ;64.00/Kg;600000;Migori;2023-07-15
Dry Maize;White Maize;-;-;Mbale;63.33/Kg;78.53/Kg;22000;Vihiga;2023-07-15
Dry Maize;White Maize;-;-;Mbale;63.33/Kg;78.53/Kg;22000;Vihiga;2023-07-15
Dry Maize;White Maize;-;-;Kawangware;80.00/Kg;100.00/Kg;3500;Nairobi;2023-07-15
Dry Maize;White Maize;-;-;Serem - Vihiga;60.00/Kg;73.91/Kg;9000;Vihiga;2023-07-15
Dry Maize;White Maize;-;-;Amoni;60.00/Kg;75.00/Kg;600;Busia;2023-07-15
Dry Maize;White Maize;-;-;Akala;85.00/Kg;97.50/Kg;4000;Siaya;2023-07-15
Dry Maize;White Maize;-;-;Siaya; - ;70.83/Kg;;Siaya;2023-07-15
Dry Maize;Mixed-Traditional ;-;-;Siaya; - ;78.26/Kg;;Siaya;2023-07-15
Dry Maize;White Maize;-;-;Marindi; - ;70.83/Kg;10800;Migori;2023-07-14
Dry Maize;White Maize;-;-;Ngurubani Market;61.11/Kg;70.00/Kg;4500;Kirinyaga;2023-07-14
Dry Maize;White Maize;-;-;Makutano Kirinyaga;61.11/Kg;70.00/Kg;4000;Kirinyaga;2023-07-14
Dry Maize;White Maize;-;-;Cheptulu; - ;90.00/Kg;3000;Vihiga;2023-07-14
Dry Maize;White Maize;-;-;Kilingili;68.89/Kg;84.21/Kg;18000;Vihiga;2023-07-14
Dry Maize;Yellow Maize;-;-;Nakuru Wakulima;77.78/Kg; - ;;Nakuru;2023-07-14
Dry Maize;White Maize;-;-;Nakuru Wakulima;70.00/Kg; - ;;Nakuru;2023-07-14
Dry Maize;White Maize;-;-;Kisasi;60.00/Kg;75.00/Kg;;Kitui;2023-07-14
Dry Maize;White Maize;-;-;Majengo Vihiga;66.28/Kg;78.53/Kg;22000;Vihiga;2023-07-14
Dry Maize;White Maize;-;-;Makutano West Pokot;66.67/Kg;72.00/Kg;;West-Pokot;2023-07-14
Dry Maize;White Maize;-;-;Eldoret Main;90.00/Kg;100.00/Kg;6300;Uasin-Gishu;2023-07-14
Dry Maize;White Maize;-;-;Bungoma town;50.00/Kg;75.00/Kg;1900;Bungoma;2023-07-14
Dry Maize;White Maize;-;-;Bondo;67.78/Kg;80.00/Kg;14000;Siaya;2023-07-14
Dry Maize;White Maize;-;-;Soko mpya;75.56/Kg;75.00/Kg;1270;Nyandarua;2023-07-14
Dry Maize;White Maize;-;-;Sikhendu;70.00/Kg;70.00/Kg;6600;Trans-Nzoia;2023-07-14
Dry Maize;White Maize;-;-;Kongowea;60.00/Kg;63.00/Kg;12000;Mombasa;2023-07-14
Dry Maize;White Maize;-;-;Gakindu;72.22/Kg;81.82/Kg;1600;Nyeri;2023-07-14
Dry Maize;White Maize;-;-;Sibanga;71.78/Kg;95.00/Kg;18000;Trans-Nzoia;2023-07-14
Dry Maize;White Maize;-;-;Emali Market;78.89/Kg;83.33/Kg;13320;Makueni;2023-07-14
Dry Maize;White Maize;-;-;Kangemi Market;6000.00/Kg; - ;;Nairobi;2023-07-14
Dry Maize;Mixed-Traditional ;-;-;Wundanyi; - ;75.00/Kg;900;Taita-Taveta;2023-07-14
Dry Maize;Mixed-Traditional ;-;-;Lungalunga;50.00/Kg;75.00/Kg;2000;Kwale;2023-07-14
Dry Maize;White Maize;-;-;Luanda;67.78/Kg;75.00/Kg;49500;Vihiga;2023-07-13
Dry Maize;Yellow Maize;-;-;Mabera;48.00/Kg;60.00/Kg;6000;Migori;2023-07-13
Dry Maize;White Maize;-;-;Mabera;52.00/Kg;60.00/Kg;6000;Migori;2023-07-13
Dry Maize;Mixed-Traditional ;-;-;Cheptulu; - ;9.00/Kg;1800;Vihiga;2023-07-13
Dry Maize;White Maize;-;-;Mogogosiek Market;0.70/Kg;115.00/Kg;2100;Bomet;2023-07-13
Dry Maize;Mixed-Traditional ;-;-;Kitale Municipality Market;90.00/Kg;95.00/Kg;900;Trans-Nzoia;2023-07-13
Dry Maize;White Maize;-;-;Flax;68.00/Kg;80.00/Kg;1800;Elgeyo-Marakwet;2023-07-13
Dry Maize;White Maize;-;-;Kebirigo;90.00/Kg;100.00/Kg;90;Nyamira;2023-07-13
Dry Maize;White Maize;-;-;Aram;59.99/Kg;64.61/Kg;6000;Siaya;2023-07-13
Dry Maize;Mixed-Traditional ;-;-;Aram;59.99/Kg;64.61/Kg;3600;Siaya;2023-07-13
Dry Maize;Yellow Maize;-;-;Nakuru Wakulima;77.78/Kg; - ;;Nakuru;2023-07-13
Dry Maize;White Maize;-;-;Nakuru Wakulima;70.00/Kg; - ;;Nakuru;2023-07-13
Dry Maize;Yellow Maize;-;-;Gikomba;100.00/Kg;125.00/Kg;;Nairobi;2023-07-13
Dry Maize;White Maize;-;-;Gikomba;100.00/Kg;125.00/Kg;;Nairobi;2023-07-13
Dry Maize;White Maize;-;-;Kutus;72.22/Kg;88.50/Kg;0;Kirinyaga;2023-07-13
Dry Maize;Yellow Maize;-;-;Gikomba;100.00/Kg;95.00/Kg;;Nairobi;2023-07-13
Dry Maize;White Maize;-;-;Gikomba;73.33/Kg;95.00/Kg;;Nairobi;2023-07-13
Dry Maize;White Maize;-;-;Nyamakima;77.78/Kg;100.00/Kg;;Nairobi;2023-07-13
Dry Maize;Mixed-Traditional ;-;-;Langas;90.00/Kg;100.00/Kg;1800;Uasin-Gishu;2023-07-13
Dry Maize;White Maize;-;-;Marigat;70.00/Kg;75.00/Kg;15000;Baringo;2023-07-13
Dry Maize;White Maize;-;-;Malindi Old Market;45.00/Kg;70.00/Kg;100;Kilifi;2023-07-13
Dry Maize;White Maize;-;-;Maua;72.22/Kg;80.00/Kg;54000;Meru;2023-07-13
Dry Maize;Yellow Maize;-;-;Ndhiwa;65.00/Kg;70.00/Kg;1000;Homa-bay;2023-07-13
Dry Maize;White Maize;-;-;Ndhiwa;65.00/Kg;70.00/Kg;3000;Homa-bay;2023-07-13
Dry Maize;White Maize;-;-;Kagio;61.11/Kg;100.00/Kg;;Kirinyaga;2023-07-13
Dry Maize;White Maize;-;-;Mbita;75.56/Kg;90.00/Kg;7000;Homa-bay;2023-07-13
Dry Maize;White Maize;-;-;Kabarnet;90.00/Kg;110.00/Kg;9790;Baringo;2023-07-13
Dry Maize;White Maize;-;-;Makutano Kirinyaga;64.44/Kg;70.00/Kg;4000;Kirinyaga;2023-07-12
Dry Maize;White Maize;-;-;Mbale;74.42/Kg;81.15/Kg;18000;Vihiga;2023-07-12
Dry Maize;White Maize;-;-;Akala;85.00/Kg;97.50/Kg;7000;Siaya;2023-07-12
Dry Maize;White Maize;-;-;Ortum;76.00/Kg;80.00/Kg;7200;West-Pokot;2023-07-12
Dry Maize;White Maize;-;-;Nyeri open air;74.44/Kg;85.00/Kg;5400;Nyeri;2023-07-12
Dry Maize;White Maize;-;-;Kapkatet;70.00/Kg;82.61/Kg;10800;Kericho;2023-07-12
Dry Maize;Mixed-Traditional ;-;-;Kipsitet;70.00/Kg;75.00/Kg;18000;Kericho;2023-07-12
Dry Maize;White Maize;-;-;Katito;61.11/Kg;90.00/Kg;4500;Kisumu;2023-07-12
Dry Maize;White Maize;-;-;Nanyuki Open Air Market;72.22/Kg;85.00/Kg;5000;Laikipia;2023-07-12
Dry Maize;White Maize;-;-;Mwingi Town;72.22/Kg;70.00/Kg;4500;Kitui;2023-07-12
Dry Maize;White Maize;-;-;Kangemi Market;66.67/Kg; - ;;Nairobi;2023-07-12
Dry Maize;White Maize;-;-;Kilingili;68.89/Kg;84.21/Kg;15000;Vihiga;2023-07-12
Dry Maize;Yellow Maize;-;-;Kibuye; - ;100.00/Kg;;Kisumu;2023-07-12
Dry Maize;White Maize;-;-;Kibuye;83.33/Kg;100.00/Kg;;Kisumu;2023-07-12
Dry Maize;Yellow Maize;-;-;Nakuru Wakulima;77.78/Kg; - ;1800;Nakuru;2023-07-12
Dry Maize;White Maize;-;-;Nakuru Wakulima;70.00/Kg; - ;7200;Nakuru;2023-07-12
Dry Maize;White Maize;-;-;Kakamega Town;64.44/Kg;80.00/Kg;10000;Kakamega;2023-07-12
Dry Maize;White Maize;-;-;Kangeta;75.00/Kg;80.00/Kg;1400;Meru;2023-07-12
Dry Maize;White Maize;-;-;Kawangware;80.00/Kg;90.00/Kg;2000;Nairobi;2023-07-12
Dry Maize;White Maize;-;-;Soko mpya;75.56/Kg;75.00/Kg;1300;Nyandarua;2023-07-12
Dry Maize;Mixed-Traditional ;-;-;Kajiado Market;100.00/Kg;100.00/Kg;5000;Kajiado;2023-07-12
Dry Maize;White Maize;-;-;Embu Town;77.78/Kg;180.00/Kg;9000;Embu;2023-07-12
Dry Maize;Mixed-Traditional ;-;-;Ugunja; - ;60.00/Kg;;Siaya;2023-07-11
Dry Maize;White Maize;-;-;Ugunja;70.00/Kg;80.00/Kg;72000;Siaya;2023-07-11
Dry Maize;White Maize;-;-;Isebania Market;64.44/Kg;64.00/Kg;950000;Migori;2023-07-11
Dry Maize;White Maize;-;-;Kerugoya;75.00/Kg;100.00/Kg;4500;Kirinyaga;2023-07-11
Dry Maize;Yellow Maize;-;-;Wath Ong'er;56.00/Kg;60.00/Kg;2000;Migori;2023-07-11
Dry Maize;Mixed-Traditional ;-;-;Wath Ong'er;60.00/Kg;64.00/Kg;4100;Migori;2023-07-11
Dry Maize;White Maize;-;-;Cheptulu; - ;90.00/Kg;2400;Vihiga;2023-07-11
Dry Maize;White Maize;-;-;Kebirigo;85.00/Kg;90.00/Kg;90;Nyamira;2023-07-11
Dry Maize;White Maize;-;-;Kitengela;94.44/Kg;110.00/Kg;11800;Kajiado;2023-07-11
Dry Maize;White Maize;-;-;Holo;70.00/Kg;80.00/Kg;14000;Kisumu;2023-07-11
Dry Maize;White Maize;-;-;Bondo;76.25/Kg;80.00/Kg;21000;Siaya;2023-07-11
Dry Maize;White Maize;-;-;Nyansiongo;77.78/Kg;79.17/Kg;1800;Nyamira;2023-07-11
Dry Maize;White Maize;-;-;Ololulung'a Market;72.22/Kg;72.00/Kg;12000;Narok;2023-07-11
Dry Maize;Yellow Maize;-;-;Nakuru Wakulima;77.78/Kg; - ;360;Nakuru;2023-07-11
Dry Maize;White Maize;-;-;Nakuru Wakulima;70.00/Kg; - ;2700;Nakuru;2023-07-11
Dry Maize;Mixed-Traditional ;-;-;Nkubu;72.22/Kg;80.00/Kg;810;Meru;2023-07-11
Dry Maize;Yellow Maize;-;-;Gikomba;100.00/Kg;125.00/Kg;;Nairobi;2023-07-11
Dry Maize;White Maize;-;-;Gikomba;73.33/Kg;95.00/Kg;;Nairobi;2023-07-11
Dry Maize;White Maize;-;-;Kilingili;68.89/Kg;84.21/Kg;30000;Vihiga;2023-07-11
Dry Maize;Mixed-Traditional ;-;-;Bondeni;67.78/Kg;82.50/Kg;600;Trans-Nzoia;2023-07-11
Dry Maize;Mixed-Traditional ;-;-;Chuka;74.44/Kg;90.00/Kg;9000;Tharaka-Nithi;2023-07-11
Dry Maize;White Maize;-;-;Kapkwen;75.56/Kg;87.50/Kg;108800;Bomet;2023-07-11
Dry Maize;White Maize;-;-;Kawangware;80.00/Kg;100.00/Kg;1000;Nairobi;2023-07-11
Dry Maize;White Maize;-;-;Chumvini Livestock Market;56.36/Kg;70.00/Kg;11000;Taita-Taveta;2023-07-11
Dry Maize;White Maize;-;-;Ngurubani Market;55.56/Kg;60.00/Kg;4000;Kirinyaga;2023-07-11
Dry Maize;White Maize;-;-;Luanda;68.89/Kg;79.17/Kg;54000;Vihiga;2023-07-10
Dry Maize;Mixed-Traditional ;-;-;Kabati Kitui;74.44/Kg;80.00/Kg;5400;Kitui;2023-07-10
Dry Maize;White Maize;-;-;Marindi;71.11/Kg;70.83/Kg;7110;Migori;2023-07-10
Dry Maize;White Maize;-;-;Runyenjes;62.22/Kg;75.00/Kg;22950;Embu;2023-07-10
Dry Maize;White Maize;-;-;Mois Bridge;72.22/Kg;90.00/Kg;9000;Uasin-Gishu;2023-07-10
Dry Maize;Mixed-Traditional ;-;-;Mwangulu;80.00/Kg;85.00/Kg;1500;Kwale;2023-07-10
Dry Maize;White Maize;-;-;Cheptiret - Uasin Gishu;95.00/Kg;100.00/Kg;3000;Uasin-Gishu;2023-07-10
Dry Maize;White Maize;-;-;Kitale Municipality Market;90.00/Kg;95.00/Kg;900;Trans-Nzoia;2023-07-10
Dry Maize;Yellow Maize;-;-;Nakuru Wakulima;77.78/Kg; - ;270;Nakuru;2023-07-10
Dry Maize;White Maize;-;-;Nakuru Wakulima;70.00/Kg; - ;;Nakuru;2023-07-10
Dry Maize;White Maize;-;-;Aram;64.61/Kg;69.22/Kg;5400;Siaya;2023-07-10
Dry Maize;Mixed-Traditional ;-;-;Aram;64.61/Kg;69.22/Kg;4500;Siaya;2023-07-10
Dry Maize;White Maize;-;-;Kiritiri;74.00/Kg;85.00/Kg;6800;Embu;2023-07-10
Dry Maize;Mixed-Traditional ;-;-;Kiritiri;74.00/Kg;85.00/Kg;6500;Embu;2023-07-10
Dry Maize;White Maize;-;-;Makutano West Pokot;72.22/Kg;80.00/Kg;;West-Pokot;2023-07-10
Dry Maize;White Maize;-;-;Kisasi;55.00/Kg;75.00/Kg;;Kitui;2023-07-10
Dry Maize;White Maize;-;-;Kangemi Market;65.00/Kg;80.00/Kg;;Nairobi;2023-07-10
Dry Maize;Mixed-Traditional ;-;-;Malindi Old Market;45.00/Kg;70.00/Kg;100;Kilifi;2023-07-10
Dry Maize;Yellow Maize;-;-;Gikomba;102.22/Kg;125.00/Kg;;Nairobi;2023-07-10
Dry Maize;White Maize;-;-;Gikomba;77.78/Kg;100.00/Kg;;Nairobi;2023-07-10
Dry Maize;White Maize;-;-;Busia Market;56.00/Kg;90.00/Kg;360;Busia;2023-07-10
Dry Maize;White Maize;-;-;Gikomba;77.78/Kg;100.00/Kg;;Nairobi;2023-07-10
Dry Maize;Mixed-Traditional ;-;-;Othaya;75.56/Kg;90.00/Kg;4500;Nyeri;2023-07-10
